,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
399,37.0,Sun,2022-05-15,,Cagliari,,,,Inter,,,,Head-to-Head,
400,37.0,Sun,2022-05-15,,Empoli,,,,Salernitana,,,,Head-to-Head,
401,37.0,Sun,2022-05-15,,Roma,,,,Venezia,,,,Head-to-Head,
402,37.0,Sun,2022-05-15,,Juventus,,,,Lazio,,,,Head-to-Head,
403,37.0,Sun,2022-05-15,,Sampdoria,,,,Fiorentina,,,,Head-to-Head,
404,37.0,Sun,2022-05-15,,Udinese,,,,Spezia,,,,Head-to-Head,
405,37.0,Sun,2022-05-15,,Napoli,,,,Genoa,,,,Head-to-Head,
406,37.0,Sun,2022-05-15,,Hellas Verona,,,,Torino,,,,Head-to-Head,
407,37.0,Sun,2022-05-15,,Bologna,,,,Sassuolo,,,,Head-to-Head,
408,,,,,,,,,,,,,,
409,38.0,Sun,2022-05-22,,Spezia,,,,Napoli,,,,Head-to-Head,
410,38.0,Sun,2022-05-22,,Atalanta,,,,Empoli,,,,Head-to-Head,
411,38.0,Sun,2022-05-22,,Lazio,,,,Hellas Verona,,,,Head-to-Head,
412,38.0,Sun,2022-05-22,,Venezia,,,,Cagliari,,,,Head-to-Head,
413,38.0,Sun,2022-05-22,,Genoa,,,,Bologna,,,,Head-to-Head,
414,38.0,Sun,2022-05-22,,Fiorentina,,,,Juventus,,,,Head-to-Head,
415,38.0,Sun,2022-05-22,,Sassuolo,,,,Milan,,,,Head-to-Head,
416,38.0,Sun,2022-05-22,,Torino,,,,Roma,,,,Head-to-Head,
417,38.0,Sun,2022-05-22,,Salernitana,,,,Udinese,,,,Head-to-Head,
418,38.0,Sun,2022-05-22,,Inter,,,,Sampdoria,,,,Head-to-Head,
